genus,sampleID,x,y
Elgaria,CAS_220770,-123.0011667,39.85869444
Elgaria,MVZ_230095,-120.1377778,37.76388889
Elgaria,MVZ_230095,-120.1377778,37.76388889
Elgaria,MVZ_230095,-120.1377778,37.76388889
Elgaria,MVZ_230095,-120.1377778,37.76388889
Elgaria,MVZ_230095,-120.1377778,37.76388889
Elgaria,MVZ_230095,-120.1377778,37.76388889
Elgaria,RF_003TY1193,-119.86343,34.0215
Elgaria,RF_003TY1193,-119.86343,34.0215
Elgaria,RF_003TY1193,-119.86343,34.0215
Elgaria,RF_003TY1193,-119.86343,34.0215
Elgaria,RF_003TY1193,-119.86343,34.0215
Elgaria,RF_003TY1193,-119.86343,34.0215
Elgaria,RF_003TY1373,-118.037,34.0023
Elgaria,RF_003TY1373,-118.037,34.0023
Elgaria,RF_003TY1373,-118.037,34.0023
Elgaria,RF_003TY1373,-118.037,34.0023
Elgaria,RF_003TY1373,-118.037,34.0023
Elgaria,RF_003TY1373,-118.037,34.0023
Elgaria,RF_003TY1418,-117.203,33.8638
Elgaria,RF_003TY1418,-117.203,33.8638
Elgaria,RF_003TY1418,-117.203,33.8638
Elgaria,RF_003TY1418,-117.203,33.8638
Elgaria,RF_003TY1418,-117.203,33.8638
Elgaria,RF_003TY1418,-117.203,33.8638
Elgaria,RF_003TY1820,-116.869,33.5289
Elgaria,RF_003TY1820,-116.869,33.5289
Elgaria,RF_003TY1820,-116.869,33.5289
Elgaria,RF_003TY1820,-116.869,33.5289
Elgaria,RF_003TY1820,-116.869,33.5289
Elgaria,RF_003TY1820,-116.869,33.5289
Elgaria,MVZ_229973,-116.83833,32.95361
Elgaria,MVZ_229973,-116.83833,32.95361
Elgaria,MVZ_229973,-116.83833,32.95361
Elgaria,MVZ_229973,-116.83833,32.95361
Elgaria,MVZ_229973,-116.83833,32.95361
