date_scanned,date_returned,museum_ID,specimen_no,surf,uploaded,identifier,batch,genus,species,sex,age_class,facility,protocol,effective_pixel_size,voltage_kV,current_mA,views,bin_mode,no_scans,scan_time,scanned_by,surface_by,notes,
20230920,20230922,,241032,,,R,Westeen_092024_3,,,,,,,,,,,,,,,,,
20230920,20230922,,241007,,,S,Westeen_092024_3,,,,,,,,,,,,,,,,,
20230920,20230922,,241014,,,T,Westeen_092024_3,,,,,,,,,,,,,,,,,
20230920,20230922,,250151,,,U,Westeen_092024_3,,,,,,,,,,,,,,,,,
20230920,20230922,,250123,,,V,Westeen_092024_3,,,,,,,,,,,,,,,,,
20230920,20230922,,245622,,,W,Westeen_092024_3,,,,,,,,,,,,,,,,,
20230920,20230922,,240982,,,Y,Westeen_092024_3,,,,,,,,,,,,,,,,,
20230920,20230922,,240983,,,1,Westeen_092024_4,,,,,,,,,,,,,,,,,
20230920,20230922,,250094,,,2,Westeen_092024_4,,,,,,,,,,,,,,,,,
20230920,20230922,,250128,,,3,Westeen_092024_4,,,,,,,,,,,,,,,,,
20230920,20230922,,250138,,,4,Westeen_092024_4,,,,,,,,,,,,,,,,,
20230920,20230922,,250099,,,5,Westeen_092024_4,,,,,,,,,,,,,,,,,
20230920,20230922,,240984,,,6,Westeen_092024_4,,,,,,,,,,,,,,,,,
20230920,20230922,,245637,,,7,Westeen_092024_4,,,,,,,,,,,,,,,,,
20230920,20230922,,250115,,,8,Westeen_092024_5,,,,,,,,,,,,,,,,,
20230920,20230922,,250093,,,9,Westeen_092024_5,,,,,,,,,,,,,,,,,
20230920,20230922,,250086,,,$,Westeen_092024_5,,,,,,,,,,,,,,,,,
20230920,20230922,,240923,,,&,Westeen_092024_5,,,,,,,,,,,,,,,,,
20230920,20230922,,240918,,,@,Westeen_092024_5,,,,,,,,,,,,,,,,,
20230920,20230922,,245773,,,#,Westeen_092024_5,,,,,,,,,,,,,,,,,
20230920,20230922,,38303,,,(star),Westeen_092024_5,,,,,,,,,,,,,,,,,
20230920,20230922,,240905,,,A,Westeen_092024_5,,,,,,,,,,,,,,,,,
20230920,20230922,,243334,,,B,Westeen_092024_6,,,,,,,,,,,,,,,,,
20230920,20230922,,238564,,,C,Westeen_092024_6,,,,,,,,,,,,,,,,,
20230920,20230922,,245734,,,D,Westeen_092024_6,,,,,,,,,,,,,,,,,
20230920,20230922,,233482,,,E,Westeen_092024_6,,,,,,,,,,,,,,,,,
20230920,20230922,,232848,,,F,Westeen_092024_6,,,,,,,,,,,,,,,,,
20230920,20230922,,232099,,,G,Westeen_092024_6,,,,,,,,,,,,,,,,,
20230920,20230922,,245666,,,H,Westeen_092024_6,,,,,,,,,,,,,,,,,
20230920,20230922,,245784,,,J,Westeen_092024_6,,,,,,,,,,,,,,,,,
20230920,20230922,,241067,,,K,Westeen_092024_6,,,,,,,,,,,,,,,,,
20230920,,,6247,,,L,Westeen_092024_7,,,,,,,,,,,,,,,,,
20230920,,,6249,,,M,Westeen_092024_7,,,,,,,,,,,,,,,,,
20230920,,,6251,,,N,Westeen_092024_7,,,,,,,,,,,,,,,,,
20230920,,,6250,,,P,Westeen_092024_7,,,,,,,,,,,,,,,,,
